黑龙江省,哈尔滨市,黑龙江省,双江拉祜族佤族布朗族傣族自治县,云南省,临沧市,双江拉祜族佤族布朗族傣族自治县,,,
吉林省,黑河市,黑龙江省,积石山保安族东乡族撒拉族自治县,甘肃省,临夏回族自治州,积石山保安族东乡族撒拉族自治县,,,
辽宁省,伊春市,黑龙江省,镇沅彝族哈尼族拉祜族自治县,云南省,普洱市,镇沅彝族哈尼族拉祜族自治县,,,
北京市,齐齐哈尔市,黑龙江省,元江哈尼族彝族傣族自治县,云南省,玉溪市,元江哈尼族彝族傣族自治县,,,
天津,鹤岗市,黑龙江省,孟连傣族拉祜族佤族自治县,云南省,普洱市,孟连傣族拉祜族佤族自治县,,,
河北省,佳木斯市,黑龙江省,威宁彝族回族苗族自治县,贵州省,毕节地区,威宁彝族回族苗族自治县,,,
山西省,双鸭山市,黑龙江省,前郭尔罗斯蒙古族自治县,吉林省,松原市,前郭尔罗斯蒙古族自治县,,,
内蒙古自治区,绥化市,黑龙江省,莫力达瓦达斡尔族自治旗,内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗,,,
江苏省,大庆市,黑龙江省,喀喇沁左翼蒙古族自治县,辽宁省,朝阳市,喀喇沁左翼蒙古族自治县,,,
浙江省,七台河市,黑龙江省,金平苗族瑶族傣族自治县,云南省,红河哈尼族彝族自治州,金平苗族瑶族傣族自治县,,,
安徽省,鸡西市,黑龙江省,紫云苗族布依族自治县,贵州省,安顺市,紫云苗族布依族自治县,,,
福建省,牡丹江市,黑龙江省,镇宁布依族苗族自治县,贵州省,安顺市,镇宁布依族苗族自治县,,,
江西省,绥芬河市,黑龙江省,酉阳土家族苗族自治县,重庆,重庆市,酉阳土家族苗族自治县,,,
山东省,长春市,吉林省,酉阳土家族苗族自治县,四川省,成都市,酉阳土家族苗族自治县,,,
台湾,白城市,吉林省,印江土家族苗族自治县,贵州省,铜仁地区,印江土家族苗族自治县,,,
河南省,松原市,吉林省,秀山土家族苗族自治县,重庆,重庆市,秀山土家族苗族自治县,,,
湖北省,吉林市,吉林省,务川仡佬族苗族自治县,贵州省,遵义市,务川仡佬族苗族自治县,,,
湖南省,四平市,吉林省,围场满族蒙古族自治县,河北省,承德市,围场满族蒙古族自治县,,,
广东省,辽源市,吉林省,彭水苗族土家族自治县,重庆,重庆市,彭水苗族土家族自治县,,,
广西壮族自治区,白山市,吉林省,宁洱哈尼族彝族自治县,云南省,普洱市,宁洱哈尼族彝族自治县,,,
海南省,通化市,吉林省,兰坪白族普米族自治县,云南省,怒江傈僳族自治州,兰坪白族普米族自治县,,,
四川省,延边朝鲜族自治州,吉林省,江城哈尼族彝族自治县,云南省,普洱市,江城哈尼族彝族自治县,,,
重庆市,沈阳市,辽宁省,和布克赛尔蒙古自治县,新疆维吾尔自治区,塔城地区,和布克赛尔蒙古自治县,,,
贵州省,铁岭市,辽宁省,关岭布依族苗族自治县,贵州省,安顺市,关岭布依族苗族自治县,,,
云南省,阜新市,辽宁省,贡山独龙族怒族自治县,云南省,怒江傈僳族自治州,贡山独龙族怒族自治县,,,
西藏自治区,抚顺市,辽宁省,杜尔伯特蒙古族自治县,黑龙江省,大庆市,杜尔伯特蒙古族自治县,,,
陕西省,本溪市,辽宁省,道真仡佬族苗族自治县,贵州省,遵义市,道真仡佬族苗族自治县,,,
甘肃省,辽阳市,辽宁省,阿克塞哈萨克族自治县,甘肃省,酒泉市,阿克塞哈萨克族自治县,,,
青海省,马鞍山市,安徽省,郑州经济技术开发区,河南省,郑州市,郑州经济技术开发区,,,
宁夏回族自治区,鞍山市,辽宁省,寻甸回族彝族自治县,云南省,昆明市,寻甸回族彝族自治县,,,
新疆维吾尔自治区,盘锦市,辽宁省,新平彝族傣族自治县,云南省,玉溪市,新平彝族傣族自治县,,,
上海,锦州市,辽宁省,巍山彝族回族自治县,云南省,大理白族自治州,巍山彝族回族自治县,,,
香港,葫芦岛市,辽宁省,琼中黎族苗族自治县,海南省,琼中黎族苗族自治县,琼中黎族苗族自治县,,,
澳门,营口市,辽宁省,民和回族土族自治县,青海省,海东地区,民和回族土族自治县,,,
,丹东市,辽宁省,民和回族土族自治县,青海省,海东地区,民和回族土族自治县,,,
,大连市,辽宁省,禄劝彝族苗族自治县,云南省,昆明市,禄劝彝族苗族自治县,,,
,北京市,北京,连山壮族瑶族自治县,广东省,清远市,连山壮族瑶族自治县,,,
,天津市,天津,靖州苗族侗族自治县,湖南省,怀化市,靖州苗族侗族自治县,,,
,石家庄市,河北省,景谷傣族彝族自治县,云南省,普洱市,景谷傣族彝族自治县,,,
,张家口市,河北省,耿马傣族佤族自治县,云南省,临沧市,耿马傣族佤族自治县,,,
,承德市,河北省,东侨经济技术开发区,福建省,宁德市,东侨经济技术开发区,,,
,唐山市,河北省,达尔罕茂明安联合旗,内蒙古自治区,包头市,达尔罕茂明安联合旗,,,
,秦皇岛市,河北省,保亭黎族苗族自治县,海南省,保亭黎族苗族自治县,保亭黎族苗族自治县,,,
,廊坊市,河北省,巴里坤哈萨克自治县,新疆维吾尔自治区,哈密地区,巴里坤哈萨克自治县,,,
,保定市,河北省,高新技术产业开发区,吉林省,长春市,高新技术产业开发区,,,
,沧州市,河北省,长阳土家族自治县,湖北省,宜昌市,长阳土家族自治县,,,
,衡水市,河北省,玉龙纳西族自治县,云南省,丽江市,玉龙纳西族自治县,,,
,,,丰顺县,广东省,梅州市,丰顺县,,,,,,
,,,丰润区,河北省,唐山市,丰润区,,,,,,
,,,丰南区,河北省,唐山市,丰南区,,,,,,
,,,丰满区,吉林省,吉林市,丰满区,,,,,,
,,,丰都县,四川省,成都市,丰都县,,,,,,
,,,丰都县,重庆,重庆市,丰都县,,,,,,
,,,丰城市,江西省,宜春市,丰城市,,,,,,
,,,汾阳市,山西省,吕梁市,汾阳市,,,,,,
,,,汾西县,山西省,临汾市,汾西县,,,,,,
,,,分宜县,江西省,新余市,分宜县,,,,,,
,,,肥乡县,河北省,邯郸市,肥乡县,,,,,,
,,,肥西县,安徽省,合肥市,肥西县,,,,,,
,,,肥东县,安徽省,合肥市,肥东县,,,,,,
,,,肥城市,山东省,泰安市,肥城市,,,,,,
,,,房山区,北京,北京市,房山区,,,,,,
,,,防城区,广西壮族自治区,防城港市　　,防城区,,,,,,
,,,坊子区,山东省,潍坊市,坊子区,,,,,,
,,,方正县,黑龙江省,哈尔滨市,方正县,,,,,,
,,,方山县,山西省,吕梁市,方山县,,,,,,
,,,方城县,河南省,南阳市,方城县,,,,,,
,,,繁峙县,山西省,忻州市,繁峙县,,,,,,
,,,繁昌县,安徽省,芜湖市,繁昌县,,,,,,
,,,樊城区,湖北省,襄阳市,樊城区,,,,,,
,,,番禺区,广东省,广州市,番禺区,,,,,,
,,,法库县,辽宁省,沈阳市,法库县,,,,,,
,,,二七区,河南省,郑州市,二七区,,,,,,
,,,二道区,吉林省,长春市,二道区,,,,,,
,,,洱源县,云南省,大理白族自治州,洱源县,,,,,,
,,,恩阳区,四川省,巴中市,恩阳区,,,,,,
,,,恩施市,湖北省,恩施土家族苗族自治州,恩施市,,,,,,
,,,恩平市,广东省,江门市,恩平市,,,,,,
,,,鄂城区,湖北省,鄂州市,鄂城区,,,,,,
,,,额敏县,新疆维吾尔自治区,塔城地区,额敏县,,,,,,
,,,掇刀区,湖北省,荆门市,掇刀区,,,,,,
,,,多伦县,内蒙古自治区,锡林郭勒盟,多伦县,,,,,,
,,,敦煌市,甘肃省,酒泉市,敦煌市,,,,,,
,,,敦化市,吉林省,延边朝鲜族自治州,敦化市,,,,,,
,,,端州区,广东省,肇庆市,端州区,,,,,,
,,,杜集区,安徽省,淮北市,杜集区,,,,,,
,,,独山县,贵州省,黔南布依族苗族自治州,独山县,,,,,,
,,,斗门区,广东省,珠海市,斗门区,,,,,,
,,,都匀市,贵州省,黔南布依族苗族自治州,都匀市,,,,,,
,,,都兰县,青海省,海西蒙古族藏族自治州,都兰县,,,,,,
,,,都昌县,江西省,九江市,都昌县,,,,,,
,,,洞头县,浙江省,温州市,洞头县,,,,,,
,,,洞口县,湖南省,邵阳市,洞口县,,,,,,
,,,东洲区,辽宁省,抚顺市,东洲区,,,,,,
,,,东至县,安徽省,池州市,东至县,,,,,,
,,,东源县,广东省,河源市,东源县,,,,,,
,,,东营区,山东省,东营市,东营区,,,,,,
,,,东阳市,浙江省,金华市,东阳市,,,,,,
,,,东兴市,广西壮族自治区,防城港市　　,东兴市,,,,,,
,,,东兴区,四川省,内江市,东兴区,,,,,,
,,,东乡县,江西省,抚州市,东乡县,,,,,,
,,,东台市,江苏省,盐城市,东台市,,,,,,
,,,东胜区,内蒙古自治区,鄂尔多斯市,东胜区,,,,,,
,,,东山县,福建省,漳州市,东山县,,,,,,
,,,东山区,黑龙江省,鹤岗市,东山区,,,,,,
,,,东坡区,四川省,眉山市,东坡区,,,,,,
,,,东平县,山东省,泰安市,东平县,,,,,,
,,,东宁县,黑龙江省,牡丹江市,东宁县,,,,,,
,,,东明县,山东省,菏泽市　　,东明县,,,,,,
,,,东辽县,吉林省,辽源市,东辽县,,,,,,
,,,东丽区,天津,天津市,东丽区,,,,,,
,,,东兰县,广西壮族自治区,河池市,东兰县,,,,,,
,,,东湖区,江西省,南昌市,东湖区,,,,,,
,,,东河区,内蒙古自治区,包头市,东河区,,,,,,
,,,东海县,江苏省,连云港市,东海县,,,,,,
,,,东光县,河北省,沧州市,东光县,,,,,,
,,,东莞市,广东省,东莞市,东莞市,,,,,,
,,,东港市,辽宁省,丹东市,东港市,,,,,,
,,,东港区,山东省,日照市,东港区,,,,,,
,,,东风区,黑龙江省,佳木斯市,东风区,,,,,,
,,,东丰县,吉林省,辽源市,东丰县,,,,,,
,,,东方市,海南省,东方市,东方市,,,,,,
,,,东川区,云南省,昆明市,东川区,,,,,,
,,,东城区,北京,北京市,东城区,,,,,,
,,,东昌区,吉林省,通化市,东昌区,,,,,,
,,,东宝区,湖北省,荆门市,东宝区,,,,,,
,,,东安县,湖南省,永州市,东安县,,,,,,
,,,东安区,黑龙江省,牡丹江市,东安区,,,,,,
,,,东阿县,山东省,聊城市,东阿县,,,,,,
,,,定州市,河北省,保定市,定州市,,,,,,
,,,定远县,安徽省,滁州市,定远县,,,,,,
,,,定兴县,河北省,保定市,定兴县,,,,,,
,,,定襄县,山西省,忻州市,定襄县,,,,,,
,,,定陶县,山东省,菏泽市　　,定陶县,,,,,,
,,,定日县,西藏自治区,日喀则市,定日县,,,,,,
,,,定南县,江西省,赣州市,定南县,,,,,,
,,,定结县,西藏自治区,日喀则市,定结县,,,,,,
,,,定海区,浙江省,舟山市,定海区,,,,,,
,,,定边县,陕西省,榆林市,定边县,,,,,,
,,,定安县,海南省,定安县,定安县,,,,,,
,,,鼎湖区,广东省,肇庆市,鼎湖区,,,,,,
,,,鼎城区,湖南省,常德市,鼎城区,,,,,,
,,,丁青县,西藏自治区,昌都地区,丁青县,,,,,,
,,,叠彩区,广西壮族自治区,桂林市,叠彩区,,,,,,
,,,迭部县,甘肃省,甘南藏族自治州,迭部县,,,,,,
,,,垫江县,四川省,成都市,垫江县,,,,,,
,,,垫江县,重庆,重庆市,垫江县,,,,,,
,,,电白县,广东省,茂名市,电白县,旧称，现和茂港区合并改为：电白区,,,,,
,,,电白区,广东省,茂名市,电白区,,,,,,
,,,点军区,湖北省,宜昌市,点军区,,,,,,
,,,滴道区,黑龙江省,鸡西市,滴道区,,,,,,
,,,磴口县,内蒙古自治区,巴彦淖尔市,磴口县,,,,,,
,,,邓州市,河南省,南阳市,邓州市,,,,,,
,,,登封市,河南省,郑州市,登封市,,,,,,
,,,灯塔市,辽宁省,辽阳市,灯塔市,,,,,,
,,,德兴市,江西省,上饶市,德兴市,,,,,,
,,,德庆县,广东省,肇庆市,德庆县,,,,,,
,,,德清县,浙江省,湖州市,德清县,,,,,,
,,,德钦县,云南省,迪庆藏族自治州,德钦县,,,,,,
,,,德江县,贵州省,铜仁地区,德江县,,,,,,
,,,德惠市,吉林省,长春市,德惠市,,,,,,
,,,德化县,福建省,泉州市,德化县,,,,,,
,,,德格县,四川省,甘孜藏族自治州,德格县,,,,,,
,,,德城区,山东省,德州市,德城区,,,,,,
,,,德昌县,四川省,凉山彝族自治州,德昌县,,,,,,
,,,德保县,广西壮族自治区,百色市,德保县,,,,,,
,,,德安县,江西省,九江市,德安县,,,,,,
,,,得荣县,四川省,甘孜藏族自治州,得荣县,,,,,,
,,,稻城县,四川省,甘孜藏族自治州,稻城县,,,,,,
,,,道外区,黑龙江省,哈尔滨市,道外区,,,,,,
,,,道里区,黑龙江省,哈尔滨市,道里区,,,,,,
,,,道孚县,四川省,甘孜藏族自治州,道孚县,,,,,,
,,,宕昌县,甘肃省,陇南市,宕昌县,,,,,,
,,,砀山县,安徽省,宿州市,砀山县,,,,,,
,,,当阳市,湖北省,宜昌市,当阳市,,,,,,
,,,当雄县,西藏自治区,拉萨市,当雄县,,,,,,
,,,当涂县,安徽省,马鞍山市,当涂县,,,,,,
,,,儋州市,海南省,儋州市,儋州市,,,,,,
,,,郸城县,河南省,周口市,郸城县,,,,,,
,,,丹寨县,贵州省,黔东南苗族侗族自治州,丹寨县,,,,,,
,,,丹阳市,江苏省,镇江市,丹阳市,,,,,,
,,,丹徒区,江苏省,镇江市,丹徒区,,,,,,
,,,丹棱县,四川省,眉山市,丹棱县,,,,,,
,,,丹凤县,陕西省,商洛市,丹凤县,,,,,,
,,,丹巴县,四川省,甘孜藏族自治州,丹巴县,,,,,,
,,,带岭区,黑龙江省,伊春市,带岭区,,,,,,
,,,岱岳区,山东省,泰安市,岱岳区,,,,,,
,,,岱山县,浙江省,舟山市,岱山县,,,,,,
,,,大竹县,四川省,达州市,大竹县,,,,,,
,,,大余县,江西省,赣州市,大余县,,,,,,
,,,大英县,四川省,遂宁市,大英县,,,,,,
,,,大邑县,四川省,成都市,大邑县,,,,,,
,,,大冶市,湖北省,黄石市,大冶市,,,,,,
,,,大姚县,云南省,楚雄彝族自治州,大姚县,,,,,,
,,,大兴区,北京,北京市,大兴区,,,,,,
,,,大新县,广西壮族自治区,崇左市,大新县,,,,,,
,,,大祥区,湖南省,邵阳市,大祥区,,,,,,
,,,大悟县,湖北省,孝感市,大悟县,,,,,,
,,,大洼县,辽宁省,盘锦市,大洼县,,,,,,
,,,大同县,山西省,大同市,大同县,,,,,,
,,,大同区,黑龙江省,大庆市,大同区,,,,,,
,,,大通回族土族自治县,青海省,西宁市,大通回族土族自治县,,,,,,
,,,大通区,安徽省,淮南市,大通区,,,,,,
,,,大田县,福建省,三明市,大田县,,,,,,
,,,大埔县,广东省,梅州市,大埔县,,,,,,
,,,大宁县,山西省,临汾市,大宁县,,,,,,
,,,大名县,河北省,邯郸市,大名县,,,,,,
,,,大荔县,陕西省,渭南市,大荔县,,,,,,
,,,大化瑶族自治县,广西壮族自治区,河池市,大化瑶族自治县,,,,,,
,,,大观区,安徽省,安庆市,大观区,,,,,,
,,,大关县,云南省,昭通市,大关县,,,,,,
,,,大丰市,江苏省,盐城市,大丰市,,,,,,
,,,大方县,贵州省,毕节地区,大方县,,,,,,
,,,大东区,辽宁省,沈阳市,大东区,,,,,,
,,,大城县,河北省,廊坊市,大城县,,,,,,
,,,大安市,吉林省,白城市,大安市,,,,,,
,,,大安区,四川省,自贡市,大安区,,,,,,
,,,达孜县,西藏自治区,拉萨市,达孜县,,,,,,
,,,达日县,青海省,果洛藏族自治州,达日县,,,,,,
,,,达川区,四川省,达州市,达川区,,,,,,
,,,错那县,西藏自治区,山南地区,错那县,,,,,,
,,,措勤县,西藏自治区,阿里地区,措勤县,,,,,,
,,,措美县,西藏自治区,山南地区,措美县,,,,,,
,,,翠屏区,四川省,宜宾市,翠屏区,,,,,,
,,,翠峦区,黑龙江省,伊春市,翠峦区,,,,,,
,,,丛台区,河北省,邯郸市,丛台区,,,,,,
,,,从江县,贵州省,黔东南苗族侗族自治州,从江县,,,,,,
,,,从化区,广东省,广州市,从化区,旧称：从化市，新称：从化区,,,,,
,,,枞阳县,安徽省,安庆市,枞阳县,,,,,,
,,,慈溪市,浙江省,宁波市,慈溪市,,,,,,
,,,慈利县,湖南省,张家界市,慈利县,,,,,,
,,,淳化县,陕西省,咸阳市,淳化县,,,,,,
,,,淳安县,浙江省,杭州市,淳安县,,,,,,
,,,船营区,吉林省,吉林市,船营区,,,,,,
,,,船山区,四川省,遂宁市,船山区,,,,,,
,,,川汇区,河南省,周口市,川汇区,,,,,,
,,,楚雄市,云南省,楚雄彝族自治州,楚雄市,,,,,,
,,,崇州市,四川省,成都市,崇州市,,,,,,
,,,崇义县,江西省,赣州市,崇义县,,,,,,
,,,崇阳县,湖北省,咸宁市,崇阳县,,,,,,
,,,崇信县,甘肃省,平凉市,崇信县,,,,,,
,,,崇仁县,江西省,抚州市,崇仁县,,,,,,
,,,崇明县,上海,上海市,崇明县,,,,,,
,,,崇礼县,河北省,张家口市,崇礼县,,,,,,
,,,崇川区,江苏省,南通市,崇川区,,,,,,
,,,崇安区,江苏省,无锡市,崇安区,,,,,,
,,,赤水市,贵州省,遵义市,赤水市,,,,,,
,,,赤坎区,广东省,湛江市,赤坎区,,,,,,
,,,赤城县,河北省,张家口市,赤城县,,,,,,
,,,赤壁市,湖北省,咸宁市,赤壁市,,,,,,
,,,茌平县,山东省,聊城市,茌平县,,,,,,
,,,澄迈县,海南省,澄迈县,澄迈县,,,,,,
,,,澄江县,云南省,玉溪市,澄江县,,,,,,
,,,澄海区,广东省,汕头市,澄海区,,,,,,
,,,澄城县,陕西省,渭南市,澄城县,,,,,,
,,,城阳区,山东省,青岛市,城阳区,,,,,,
,,,城厢区,福建省,莆田市,城厢区,,,,,,
,,,白云区,广东省,广州市,白云区,,,,,,
,,,白云区,贵州省,贵阳市,白云区,,,,,,
,,,城西区,青海省,西宁市,城西区,,,,,,
,,,城口县,四川省,成都市,城口县,,,,,,
,,,城口县,重庆,重庆市,城口县,,,,,,
,,,城关区,西藏自治区,拉萨市,城关区,,,,,,
,,,城关区,甘肃省,兰州市,城关区,,,,,,
,,,城固县,陕西省,汉中市,城固县,,,,,,
,,,城东区,青海省,西宁市,城东区,,,,,,
,,,城北区,青海省,西宁市,城北区,,,,,,
,,,承德县,河北省,承德市,承德县,,,,,,
,,,呈贡区,云南省,昆明市,呈贡区,,,,,,
,,,成武县,山东省,菏泽市　　,成武县,,,,,,
,,,成华区,四川省,成都市,成华区,,,,,,
,,,成安县,河北省,邯郸市,成安县,,,,,,
,,,称多县,青海省,玉树藏族自治州,称多县,,,,,,
,,,陈仓区,陕西省,宝鸡市,陈仓区,,,,,,
,,,辰溪县,湖南省,怀化市,辰溪县,,,,,,
,,,潮阳区,广东省,汕头市,潮阳区,,,,,,
,,,潮南区,广东省,汕头市,潮南区,,,,,,
,,,潮安县,广东省,潮州市,潮安县,旧区，但宝宝树&E店宝依然沿用,,,,,
,,,潮安区,广东省,潮州市,潮安区,新称，撤潮安县，设潮安区,,,,,
,,,朝阳县,辽宁省,朝阳市,朝阳县,,,,,,
,,,朝阳区,北京,北京市,朝阳区,,,,,,
,,,朝阳区,吉林省,长春市,朝阳区,,,,,,
,,,朝天区,四川省,广元市,朝天区,,,,,,
,,,巢湖市,安徽省,合肥市,巢湖市,,,,,,
,,,常熟市,江苏省,苏州市,常熟市,,,,,,
,,,常山县,浙江省,衢州市,常山县,,,,,,
,,,常宁市,湖南省,衡阳市,常宁市,,,,,,
,,,昌邑市,山东省,潍坊市,昌邑市,,,,,,
,,,昌邑区,吉林省,吉林市,昌邑区,,,,,,
,,,昌图县,辽宁省,铁岭市,昌图县,,,,,,
,,,昌平区,北京,北京市,昌平区,,,,,,
,,,昌宁县,云南省,保山市,昌宁县,,,,,,
,,,昌黎县,河北省,秦皇岛市,昌黎县,,,,,,
,,,昌乐县,山东省,潍坊市,昌乐县,,,,,,
,,,昌江区,江西省,景德镇市,昌江区,,,,,,
,,,昌吉市,新疆维吾尔自治区,昌吉回族自治州,昌吉市,,,,,,
,,,禅城区,广东省,佛山市,禅城区,,,,,,
,,,察隅县,西藏自治区,林芝地区,察隅县,,,,,,
,,,察雅县,西藏自治区,昌都地区,察雅县,,,,,,
,,,茶陵县,湖南省,株洲市,茶陵县,,,,,,
,,,曾都区,湖北省,随州市,曾都区,,,,,,
,,,岑溪市,广西壮族自治区,梧州市,岑溪市,,,,,,
,,,岑巩县,贵州省,黔东南苗族侗族自治州,岑巩县,,,,,,
,,,策勒县,新疆维吾尔自治区,和田地区,策勒县,,,,,,
,,,册亨县,贵州省,黔西南布依族苗族自治州,册亨县,,,,,,
,,,苍溪县,四川省,广元市,苍溪县,,,,,,
,,,苍梧县,广西壮族自治区,梧州市,苍梧县,,,,,,
,,,苍南县,浙江省,温州市,苍南县,,,,,,
,,,仓山区,福建省,福州市,仓山区,,,,,,
,,,蔡甸区,湖北省,武汉市,蔡甸区,,,,,,
,,,布拖县,四川省,凉山彝族自治州,布拖县,,,,,,
,,,博野县,河北省,保定市,博野县,,,,,,
,,,博兴县,山东省,滨州市,博兴县,,,,,,
,,,博望区,安徽省,马鞍山市,博望区,,,,,,
,,,博罗县,广东省,惠州市,博罗县,,,,,,
,,,博乐市,新疆维吾尔自治区,博尔塔拉蒙古自治州,博乐市,,,,,,
,,,博湖县,新疆维吾尔自治区,巴音郭楞蒙古自治州,博湖县,,,,,,
,,,博白县,广西壮族自治区,玉林市,博白县,,,,,,
,,,博爱县,河南省,焦作市,博爱县,,,,,,
,,,勃利县,黑龙江省,七台河市,勃利县,,,,,,
,,,泊头市,河北省,沧州市,泊头市,,,,,,
,,,波密县,西藏自治区,林芝地区,波密县,,,,,,
,,,滨江区,浙江省,杭州市,滨江区,,,,,,
,,,滨湖区,江苏省,无锡市,滨湖区,,,,,,
,,,滨海县,江苏省,盐城市,滨海县,,,,,,
,,,滨城区,山东省,滨州市,滨城区,,,,,,
,,,宾阳县,广西壮族自治区,南宁市,宾阳县,,,,,,
,,,宾川县,云南省,大理白族自治州,宾川县,,,,,,
,,,边坝县,西藏自治区,昌都地区,边坝县,,,,,,
,,,璧山县,重庆,重庆市,璧山县,旧,,,,,
,,,璧山区,重庆,重庆市,璧山区,新称,,,,,
,,,璧山县,四川省,成都市,璧山县,,,,,,
,,,铜仁市,贵州省,铜仁地区,碧江区,旧称：铜仁市,,,,,
,,,碧江区,贵州省,铜仁地区,碧江区,,,,,,
,,,比如县,西藏自治区,那曲地区,比如县,,,,,,
,,,北镇市,辽宁省,锦州市,北镇市,,,,,,
,,,北屯市,新疆维吾尔自治区,省直管市,北屯市,,,,,,
,,,北塘区,江苏省,无锡市,北塘区,,,,,,
,,,北塔区,湖南省,邵阳市,北塔区,,,,,,
,,,北市区,河北省,保定市,北市区,,,,,,
,,,北票市,辽宁省,朝阳市,北票市,,,,,,
,,,北仑区,浙江省,宁波市,北仑区,,,,,,
,,,北流市,广西壮族自治区,玉林市,北流市,,,,,,
,,,北林区,黑龙江省,绥化市,北林区,,,,,,
,,,北湖区,湖南省,郴州市,北湖区,,,,,,
,,,北关区,河南省,安阳市,北关区,,,,,,
,,,北辰区,天津,天津市,北辰区,,,,,,
,,,北碚区,重庆,重庆市,北碚区,,,,,,
,,,北安市,黑龙江省,黑河市,北安市,,,,,,
,,,碑林区,陕西省,西安市,碑林区,,,,,,
,,,保靖县,湖南省,湘西土家族苗族自治州,保靖县,,,,,,
,,,保德县,山西省,忻州市,保德县,,,,,,
,,,宝应县,江苏省,扬州市,宝应县,,,,,,
,,,宝兴县,四川省,雅安市,宝兴县,,,,,,
,,,宝塔区,陕西省,延安市,宝塔区,,,,,,
,,,宝山区,上海,上海市,宝山区,,,,,,
,,,宝山区,黑龙江省,双鸭山市,宝山区,,,,,,
,,,宝清县,黑龙江省,双鸭山市,宝清县,,,,,,
,,,宝丰县,河南省,平顶山市,宝丰县,,,,,,
,,,宝坻区,天津,天津市,宝坻区,,,,,,
,,,宝安区,广东省,深圳市,宝安区,,,,,,
,,,路北区,河北省,唐山市,路北区,,,,,,
,,,包河区,安徽省,合肥市,包河区,,,,,,
,,,蚌山区,安徽省,蚌埠市,蚌山区,,,,,,
,,,班玛县,青海省,果洛藏族自治州,班玛县,,,,,,
,,,班戈县,西藏自治区,那曲地区,班戈县,,,,,,
,,,拜泉县,黑龙江省,齐齐哈尔市,拜泉县,,,,,,
,,,拜城县,新疆维吾尔自治区,阿克苏地区,拜城县,,,,,,
,,,柏乡县,河北省,邢台市,柏乡县,,,,,,
,,,白玉县,四川省,甘孜藏族自治州,白玉县,,,,,,
,,,白银区,甘肃省,白银市,白银区,,,,,,
,,,白塔区,辽宁省,辽阳市,白塔区,,,,,,
,,,白水县,陕西省,渭南市,白水县,,,,,,
,,,白朗县,西藏自治区,日喀则市,白朗县,,,,,,
,,,白河县,陕西省,安康市,白河县,,,,,,
,,,灞桥区,陕西省,西安市,灞桥区,,,,,,
,,,霸州市,河北省,廊坊市,霸州市,,,,,,
,,,巴州区,四川省,巴中市,巴州区,,,,,,
,,,巴彦县,黑龙江省,哈尔滨市,巴彦县,,,,,,
,,,巴塘县,四川省,甘孜藏族自治州,巴塘县,,,,,,
,,,巴青县,西藏自治区,那曲地区,巴青县,,,,,,
,,,巴南区,重庆,重庆市,巴南区,,,,,,
,,,巴东县,湖北省,恩施土家族苗族自治州,巴东县,,,,,,
,,,巴楚县,新疆维吾尔自治区,喀什地区,巴楚县,,,,,,
,,,八宿县,西藏自治区,昌都地区,八宿县,,,,,,
,,,八步区,广西壮族自治区,贺州市,八步区,,,,,,
,,,敖汉旗,内蒙古自治区,赤峰市,敖汉旗,,,,,,
,,,昂仁县,西藏自治区,日喀则市,昂仁县,,,,,,
,,,安泽县,山西省,临汾市,安泽县,,,,,,
,,,安岳县,四川省,资阳市,安岳县,,,,,,
,,,安远县,江西省,赣州市,安远县,,,,,,
,,,安源区,江西省,萍乡市,安源区,,,,,,
,,,安义县,江西省,南昌市,安义县,,,,,,
,,,安阳县,河南省,安阳市,安阳县,,,,,,
,,,安新县,河北省,保定市,安新县,,,,,,
,,,安乡县,湖南省,常德市,安乡县,,,,,,
,,,安溪县,福建省,泉州市,安溪县,,,,,,
,,,安图县,吉林省,延边朝鲜族自治州,安图县,,,,,,
,,,安塞县,陕西省,延安市,安塞县,,,,,,
,,,安仁县,湖南省,郴州市,安仁县,,,,,,
,,,安丘市,山东省,潍坊市,安丘市,,,,,,
,,,安平县,河北省,衡水市,安平县,,,,,,
,,,安宁市,云南省,昆明市,安宁市,,,,,,
,,,安宁区,甘肃省,兰州市,安宁区,,,,,,
,,,安陆市,湖北省,孝感市,安陆市,,,,,,
,,,安龙县,贵州省,黔西南布依族苗族自治州,安龙县,,,,,,
,,,安居区,四川省,遂宁市,安居区,,,,,,
,,,安化县,湖南省,益阳市,安化县,,,,,,
,,,安国市,河北省,保定市,安国市,,,,,,
,,,安福县,江西省,吉安市,安福县,,,,,,
,,,安多县,西藏自治区,那曲地区,安多县,,,,,,
,,,安定区,甘肃省,定西市,安定区,,,,,,
,,,安达市,黑龙江省,绥化市,安达市,,,,,,
,,,安次区,河北省,廊坊市,安次区,,,,,,
,,,爱民区,黑龙江省,牡丹江市,爱民区,,,,,,
,,,爱辉区,黑龙江省,黑河市,爱辉区,,,,,,
,,,阿荣旗,内蒙古自治区,呼伦贝尔市,阿荣旗,,,,,,
,,,阿坝县,四川省,阿坝藏族羌族自治州,阿坝县,,,,,,
,,,高新区,陕西省,安康市,高新区,,,,,,
,,,苍山县,山东省,临沂市,苍山县,,,,,,
,,,白下区,江苏省,南京市,白下区,,,,,,
,,,下关区,江苏省,南京市,下关区,,,,,,
,,,吴江市,江苏省,苏州市,吴江市,旧称，新称：吴江区,,,,,
